typeCode,freqCode,countryareaCode,countryareaDesc,vesselTypeCode,vesselTypeDesc,flowCode,flowDesc,date,num_pc,mtc,dwt,num_pc_ma,mtc_ma,dwt_ma
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-21T00:00:00,0.0,0.0,0.0,0.167,3180.029,9091.967
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-22T00:00:00,0.0,0.0,0.0,0.167,3180.029,9091.967
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-23T00:00:00,0.0,0.0,0.0,0.167,3180.029,9091.967
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-24T00:00:00,0.0,0.0,0.0,0.167,3180.029,9091.967
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-25T00:00:00,0.0,0.0,0.0,0.167,3180.029,9091.967
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-26T00:00:00,1.0,43046.2,56018.0,0.167,4364.416,9059.667
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-27T00:00:00,0.0,0.0,0.0,0.167,4364.416,9059.667
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-28T00:00:00,0.0,0.0,0.0,0.167,4364.416,9059.667
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-29T00:00:00,0.0,0.0,0.0,0.133,2991.611,7223.4
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-30T00:00:00,0.0,0.0,0.0,0.1,1501.844,4716.733
C,D,400,Jordan,1,Bulk,M,Imports,2024-03-31T00:00:00,0.0,0.0,0.0,0.1,1501.844,4716.733
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-01T00:00:00,0.0,0.0,0.0,0.1,1501.844,4716.733
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-02T00:00:00,0.0,0.0,0.0,0.1,1501.844,4716.733
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-03T00:00:00,0.0,0.0,0.0,0.1,1501.844,4716.733
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-04T00:00:00,0.0,0.0,0.0,0.1,1501.844,4716.733
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-05T00:00:00,0.0,0.0,0.0,0.067,1477.488,2605.6
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-06T00:00:00,0.0,0.0,0.0,0.067,1477.488,2605.6
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-07T00:00:00,0.0,0.0,0.0,0.067,1477.488,2605.6
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-08T00:00:00,0.0,0.0,0.0,0.067,1477.488,2605.6
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-09T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-10T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-11T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-12T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-13T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-14T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-15T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-16T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-17T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-18T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-19T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-20T00:00:00,0.0,0.0,0.0,0.033,1434.874,1867.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-21T00:00:00,1.0,43021.7,81588.0,0.067,2868.932,4586.867
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-22T00:00:00,0.0,0.0,0.0,0.067,2868.932,4586.867
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-23T00:00:00,0.0,0.0,0.0,0.067,2868.932,4586.867
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-24T00:00:00,0.0,0.0,0.0,0.067,2868.932,4586.867
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-25T00:00:00,1.0,43956.3,63500.0,0.067,2899.267,4836.267
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-26T00:00:00,1.0,16220.5,56882.0,0.1,3439.949,6732.333
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-27T00:00:00,0.0,0.0,0.0,0.1,3439.949,6732.333
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-28T00:00:00,0.0,0.0,0.0,0.1,3439.949,6732.333
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-29T00:00:00,0.0,0.0,0.0,0.1,3439.949,6732.333
C,D,400,Jordan,1,Bulk,M,Imports,2024-04-30T00:00:00,1.0,48439.7,79448.0,0.133,5054.607,9380.6
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-18T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-19T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-20T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-21T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-22T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-23T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-24T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-25T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-04T00:00:00,2.0,37785.6,57981.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-05T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-06T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-07T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-08T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-09T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-10T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-11T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-12T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-13T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-14T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-15T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-16T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-17T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-18T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-19T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-20T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-21T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-22T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-23T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-24T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-25T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-26T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-27T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-28T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-29T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-30T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-03-31T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-04-01T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-04-02T00:00:00,0.0,0.0,0.0,0.067,1259.519,1932.7
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-16T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,174,Comoros,1,Bulk,M,Imports,2024-02-17T00:00:00,0.0,0.0,0.0,0.033,421.116,1937.0
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-16T00:00:00,2.0,43895.1,122223.0,1.233,34473.34,64333.133
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-17T00:00:00,0.0,0.0,0.0,1.233,34473.34,64333.133
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-18T00:00:00,4.0,0.0,94274.0,1.333,33392.111,66319.533
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-19T00:00:00,0.0,0.0,0.0,1.3,32151.975,64799.933
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-20T00:00:00,4.0,46896.7,130193.0,1.3,31105.1,63532.2
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-21T00:00:00,0.0,0.0,0.0,1.3,31105.1,63532.2
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-22T00:00:00,1.0,4572.47,53383.0,1.233,27034.533,57625.5
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-23T00:00:00,0.0,0.0,0.0,1.233,27034.533,57625.5
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-24T00:00:00,3.0,78819.6,96079.0,1.333,29661.854,60828.133
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-25T00:00:00,1.0,20425.7,28642.0,1.333,29083.765,59291.8
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-26T00:00:00,2.0,2.011,1533.0,1.367,27866.099,57887.4
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-27T00:00:00,1.0,0.0,580.0,1.333,26244.796,54340.0
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-28T00:00:00,0.0,0.0,0.0,1.267,23824.625,50607.167
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-29T00:00:00,1.0,43895.1,49016.0,1.2,24047.591,50670.333
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-30T00:00:00,0.0,0.0,0.0,1.2,24047.591,50670.333
C,D,414,Kuwait,1,Bulk,M,Imports,2024-01-31T00:00:00,2.0,45703.8,120295.0,1.233,24138.187,52239.933
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-01T00:00:00,0.0,0.0,0.0,1.167,21299.255,49186.533
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-02T00:00:00,0.0,0.0,0.0,1.167,21299.255,49186.533
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-03T00:00:00,2.0,65166.3,145559.0,1.167,22324.534,51484.4
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-04T00:00:00,1.0,40693.3,72875.0,1.167,23680.976,50771.1
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-05T00:00:00,1.0,24896.8,55868.0,1.167,23338.236,51177.867
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-06T00:00:00,1.0,6183.35,56920.0,1.167,21880.474,50027.1
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-07T00:00:00,0.0,0.0,0.0,1.167,21880.474,50027.1
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-08T00:00:00,2.0,81944.5,119109.0,1.233,24611.957,53997.4
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-09T00:00:00,4.0,64320.7,79106.0,1.3,25054.077,52892.467
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-10T00:00:00,1.0,46003.2,43665.0,1.333,26587.518,54347.967
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-11T00:00:00,0.0,0.0,0.0,1.3,25320.211,52762.167
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-12T00:00:00,1.0,40341.8,70728.0,1.267,24918.343,51704.233
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-13T00:00:00,1.0,17059.3,63000.0,1.2,23801.356,49152.767
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-14T00:00:00,3.0,73524.3,149830.0,1.267,24811.458,51762.6
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-15T00:00:00,0.0,0.0,0.0,1.2,23348.289,47688.5
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-16T00:00:00,0.0,0.0,0.0,1.2,23348.289,47688.5
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-17T00:00:00,1.0,24245.9,34300.0,1.1,24156.485,45689.367
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-18T00:00:00,2.0,75164.3,91602.0,1.167,26661.961,48742.767
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-19T00:00:00,1.0,0.0,45659.0,1.067,25098.738,45924.967
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-20T00:00:00,0.0,0.0,0.0,1.067,25098.738,45924.967
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-21T00:00:00,1.0,39310.0,45588.0,1.067,26256.655,45665.133
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-22T00:00:00,1.0,24754.6,60830.0,1.1,27081.808,47692.8
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-23T00:00:00,1.0,39941.1,46708.0,1.033,25785.857,46047.1
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-24T00:00:00,0.0,0.0,0.0,1.0,25105.001,45092.367
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-25T00:00:00,1.0,8101.36,55085.0,0.967,25374.98,46877.433
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-26T00:00:00,1.0,0.0,33642.0,0.967,25374.98,47979.5
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-27T00:00:00,0.0,0.0,0.0,0.967,25374.98,47979.5
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-28T00:00:00,3.0,40681.6,88736.0,1.033,25267.865,49303.5
C,D,414,Kuwait,1,Bulk,M,Imports,2024-02-29T00:00:00,2.0,51565.9,110707.0,1.1,26986.729,52993.733
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-20T00:00:00,2.0,41537.7,94693.0,1.067,20478.554,48522.067
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-21T00:00:00,1.0,40352.0,75264.0,1.1,21823.621,51030.867
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-22T00:00:00,1.0,40231.2,73518.0,1.1,23164.661,50433.367
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-23T00:00:00,0.0,0.0,0.0,1.1,23164.661,50433.367
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-24T00:00:00,0.0,0.0,0.0,1.1,23164.661,50433.367
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-25T00:00:00,1.0,43895.1,49016.0,1.1,23318.635,50647.7
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-26T00:00:00,2.0,7677.62,7400.0,1.133,22203.464,48536.767
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-27T00:00:00,1.0,28624.8,42586.0,1.167,23157.622,49956.3
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-28T00:00:00,2.0,79160.7,118795.0,1.233,25796.314,53916.133
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-29T00:00:00,1.0,40693.3,72875.0,1.167,25661.53,53878.1
C,D,414,Kuwait,1,Bulk,M,Imports,2024-04-30T00:00:00,0.0,0.0,0.0,1.133,25661.53,52316.167
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-10T00:00:00,19.0,218992.0,886853.0,19.733,252042.963,919917.633
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-11T00:00:00,34.0,453673.0,1471290.0,19.967,259866.845,922011.133
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-12T00:00:00,17.0,160429.0,689379.0,19.8,256069.094,898011.9
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-13T00:00:00,24.0,374582.0,984348.0,20.067,262839.749,905557.967
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-14T00:00:00,20.0,142930.0,1476870.0,19.9,258355.445,904792.833
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-15T00:00:00,16.0,196124.0,610211.0,19.667,255143.461,889288.533
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-16T00:00:00,30.0,397550.0,1269470.0,19.9,260011.483,899144.4
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-17T00:00:00,34.0,447861.0,1531320.0,20.233,265755.938,925755.767
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-18T00:00:00,16.0,199165.0,697060.0,20.367,265586.352,933514.633
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-19T00:00:00,29.0,335251.0,1058220.0,21.0,271006.412,953109.133
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-20T00:00:00,22.0,242109.0,895315.0,20.533,260234.881,939131.267
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-21T00:00:00,20.0,341655.0,1034080.0,20.5,258344.325,936315.933
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-22T00:00:00,23.0,318516.0,1029210.0,20.767,264280.616,948989.133
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-23T00:00:00,19.0,183175.0,920986.0,21.033,261525.339,952094.233
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-24T00:00:00,9.0,93010.4,295739.0,20.967,258749.262,939021.133
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-25T00:00:00,23.0,298018.0,1219220.0,20.9,256255.451,945368.8
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-26T00:00:00,23.0,227386.0,799973.0,21.0,254578.283,944573.9
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-27T00:00:00,16.0,211349.0,743778.0,20.933,257406.702,945548.633
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-28T00:00:00,20.0,181361.0,885126.0,20.8,253913.178,926637.3
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-29T00:00:00,17.0,178166.0,632858.0,20.6,254735.017,924815.6
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-30T00:00:00,27.0,483203.0,1292280.0,21.0,264370.585,949008.067
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-31T00:00:00,20.0,244638.0,750766.0,21.067,266740.835,943858.967
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-01T00:00:00,24.0,346991.0,1163260.0,21.267,270956.496,955999.4
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-02T00:00:00,24.0,326847.0,1187460.0,21.4,275539.837,964887.133
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-03T00:00:00,26.0,263766.0,1161630.0,21.767,277346.607,985869.267
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-04T00:00:00,19.0,200508.0,661790.0,21.567,270117.244,971479.6
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-05T00:00:00,15.0,156337.0,984782.0,21.167,265417.106,969068.7
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-06T00:00:00,14.0,170034.0,812689.0,21.1,260718.306,970573.767
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-07T00:00:00,15.0,150443.0,708733.0,21.333,261429.396,980519.033
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-08T00:00:00,20.0,297960.0,778089.0,21.167,261400.967,954425.867
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-09T00:00:00,22.0,219769.0,1050260.0,21.267,261426.865,959872.633
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-10T00:00:00,27.0,484726.0,1720490.0,21.033,262461.975,968179.233
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-11T00:00:00,25.0,427733.0,1465040.0,21.3,271372.108,994034.533
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-12T00:00:00,21.0,185718.0,938764.0,21.2,265076.63,992515.067
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-13T00:00:00,34.0,326990.0,1153730.0,21.667,271211.954,981743.633
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-14T00:00:00,18.0,282637.0,1038460.0,21.733,274095.704,996018.5
C,D,9020,Latin America,1,Bulk,M,Imports,2024-02-15T00:00:00,24.0,266198.0,1143240.0,21.533,269717.312,991810.8
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-01T00:00:00,18.0,173531.0,905239.0,20.1,241850.591,950871.4
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-02T00:00:00,18.0,220521.0,799048.0,20.3,246129.681,962329.933
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-03T00:00:00,20.0,189347.0,920825.0,20.2,241098.707,960375.067
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-04T00:00:00,15.0,209563.0,532163.0,19.633,236722.124,940833.533
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-05T00:00:00,25.0,417389.0,1093480.0,19.767,246093.482,921253.9
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-06T00:00:00,27.0,297341.0,1057110.0,19.633,245264.685,898218.6
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-07T00:00:00,16.0,310998.0,767537.0,19.6,249842.881,885576.767
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-08T00:00:00,8.0,129110.0,410375.0,19.367,249217.333,881994.9
C,D,9020,Latin America,1,Bulk,M,Imports,2024-01-09T00:00:00,25.0,298813.0,1560880.0,19.833,251810.947,917755.767
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-01T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-02T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-03T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-04T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-05T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-06T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-07T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-08T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-09T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-10T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-11T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-12T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-13T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-14T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-15T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-16T00:00:00,1.0,0.0,4555.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-17T00:00:00,0.0,0.0,0.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-18T00:00:00,0.0,0.0,0.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-19T00:00:00,0.0,0.0,0.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-20T00:00:00,0.0,0.0,0.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-21T00:00:00,0.0,0.0,0.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-22T00:00:00,0.0,0.0,0.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-23T00:00:00,0.0,0.0,0.0,0.1,0.0,455.5
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-24T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-25T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-26T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-27T00:00:00,0.0,0.0,0.0,0.067,0.0,303.667
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-28T00:00:00,0.0,0.0,0.0,0.033,0.0,151.833
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-29T00:00:00,0.0,0.0,0.0,0.033,0.0,151.833
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-30T00:00:00,0.0,0.0,0.0,0.033,0.0,151.833
C,D,499,Montenegro,1,Bulk,M,Imports,2024-01-31T00:00:00,0.0,0.0,0.0,0.033,0.0,151.833
C,D,499,Montenegro,1,Bulk,M,Imports,2024-02-01T00:00:00,0.0,0.0,0.0,0.033,0.0,151.833
C,D,499,Montenegro,1,Bulk,M,Imports,2024-02-02T00:00:00,0.0,0.0,0.0,0.033,0.0,151.833
