,ccode,pcode,year,cgdp_c2000,pgdp_c2000
2371173,LBR,POL,1980,1400000000.0,
2371174,LBR,POL,1981,1370000000.0,
2371175,LBR,POL,1982,1340000000.0,
2371183,LBR,POL,1983,1310000000.0,
2371184,LBR,POL,1984,1290000000.0,
2371285,LBR,PRT,1978,1420000000.0,53200000000.0
2371286,LBR,PRT,1979,1460000000.0,56200000000.0
2371287,LBR,PRT,1980,1400000000.0,58800000000.0
2371288,LBR,PRT,1984,1290000000.0,59800000000.0
2371292,LBR,PRT,1981,1370000000.0,59800000000.0
2371293,LBR,PRT,1982,1340000000.0,61000000000.0
2371294,LBR,PRT,1983,1310000000.0,60900000000.0
2371317,LBR,ROM,1978,1420000000.0,
2371318,LBR,ROM,1979,1460000000.0,
2371321,LBR,ROM,1980,1400000000.0,41600000000.0
2371322,LBR,ROM,1981,1370000000.0,41900000000.0
2371323,LBR,ROM,1982,1340000000.0,43600000000.0
2371325,LBR,ROM,1984,1290000000.0,48900000000.0
2371337,LBR,ROM,1983,1310000000.0,46200000000.0
2371359,LBR,SAU,1980,1400000000.0,154000000000.0
2371360,LBR,SAU,1981,1370000000.0,161000000000.0
2371361,LBR,SAU,1982,1340000000.0,143000000000.0
2371362,LBR,SAU,1983,1310000000.0,131000000000.0
2371363,LBR,SAU,1984,1290000000.0,127000000000.0
2371364,LBR,SAU,1979,1460000000.0,144000000000.0
2371370,LBR,SDN,1983,1310000000.0,6360000000.0
2371371,LBR,SEN,1981,1370000000.0,2280000000.0
2371372,LBR,SEN,1983,1310000000.0,2690000000.0
2371373,LBR,SEN,1984,1290000000.0,2580000000.0
2371375,LBR,SEN,1978,1420000000.0,2230000000.0
2371376,LBR,SEN,1982,1340000000.0,2630000000.0
2371381,LBR,SEN,1979,1460000000.0,2390000000.0
2371390,LBR,SEN,1980,1400000000.0,2310000000.0
2371426,LBR,SLB,1978,1420000000.0,117000000.0
2371427,LBR,SLE,1978,1420000000.0,853000000.0
2371428,LBR,SLE,1979,1460000000.0,892000000.0
2371429,LBR,SLE,1980,1400000000.0,935000000.0
2371430,LBR,SLE,1981,1370000000.0,962000000.0
2371431,LBR,SLE,1982,1340000000.0,1010000000.0
2371432,LBR,SLE,1983,1310000000.0,987000000.0
2371433,LBR,SLE,1984,1290000000.0,1030000000.0
2371563,LBR,SOM,1979,1460000000.0,
2371564,LBR,SOM,1983,1310000000.0,
2371565,LBR,SOM,1984,1290000000.0,
2371569,LBR,SOM,1981,1370000000.0,
2371571,LBR,SOM,1980,1400000000.0,
2371572,LBR,SOM,1982,1340000000.0,
2371573,LBR,SWE,1978,1420000000.0,150000000000.0
2371574,LBR,SWE,1979,1460000000.0,156000000000.0
2371575,LBR,SWE,1980,1400000000.0,158000000000.0
2371576,LBR,SWE,1981,1370000000.0,158000000000.0
2371577,LBR,SWE,1982,1340000000.0,160000000000.0
2371578,LBR,SWE,1983,1310000000.0,163000000000.0
2371579,LBR,SWE,1984,1290000000.0,170000000000.0
2371731,LBR,SYR,1978,1420000000.0,7590000000.0
2371732,LBR,SYR,1981,1370000000.0,9640000000.0
2371734,LBR,SYR,1983,1310000000.0,9980000000.0
2371735,LBR,TCD,1982,1340000000.0,726000000.0
2371736,LBR,TGO,1983,1310000000.0,850000000.0
2371737,LBR,TGO,1984,1290000000.0,897000000.0
2371739,LBR,TGO,1978,1420000000.0,887000000.0
2371740,LBR,TGO,1982,1340000000.0,899000000.0
2371743,LBR,TGO,1979,1460000000.0,842000000.0
2371744,LBR,TGO,1980,1400000000.0,964000000.0
2371745,LBR,TGO,1981,1370000000.0,932000000.0
2371769,LBR,TTO,1978,1420000000.0,6550000000.0
2371770,LBR,TUN,1984,1290000000.0,10000000000.0
2371771,LBR,TUN,1978,1420000000.0,7540000000.0
2371772,LBR,TUR,1982,1340000000.0,91600000000.0
2371773,LBR,TWN,1978,1420000000.0,66900000000.0
2371774,LBR,TWN,1979,1460000000.0,72400000000.0
2371775,LBR,TWN,1980,1400000000.0,77600000000.0
2371776,LBR,TWN,1981,1370000000.0,82400000000.0
2371777,LBR,TWN,1982,1340000000.0,85400000000.0
2371778,LBR,TWN,1983,1310000000.0,92600000000.0
2371779,LBR,TWN,1984,1290000000.0,102000000000.0
2371933,LBR,TZA,1980,1400000000.0,
2371935,LBR,TZA,1983,1310000000.0,
2371936,LBR,TZA,1978,1420000000.0,
2371937,LBR,TZA,1981,1370000000.0,
2371941,LBR,USA,1978,1420000000.0,4980000000000.0
2371942,LBR,USA,1979,1460000000.0,5140000000000.0
2371943,LBR,USA,1980,1400000000.0,5130000000000.0
2371944,LBR,USA,1981,1370000000.0,5260000000000.0
2371945,LBR,USA,1982,1340000000.0,5150000000000.0
2371946,LBR,USA,1983,1310000000.0,5390000000000.0
2371947,LBR,USA,1984,1290000000.0,5770000000000.0
2372136,LBR,VEN,1978,1420000000.0,91200000000.0
2372137,LBR,YUG,1981,1370000000.0,
2372138,LBR,YUG,1983,1310000000.0,
2372139,LBR,YUG,1982,1340000000.0,
2372142,LBR,YUG,1978,1420000000.0,
2372145,LBR,YUG,1979,1460000000.0,
2372146,LBR,YUG,1980,1400000000.0,
2372155,LBR,YUG,1984,1290000000.0,
2372206,LBR,ZAF,1983,1310000000.0,98400000000.0
2372207,LBR,ZAF,1984,1290000000.0,103000000000.0
2372209,LBR,ZAF,1980,1400000000.0,95500000000.0
2372211,LBR,ZAF,1978,1420000000.0,86300000000.0
2372212,LBR,ZAR,1978,1420000000.0,6850000000.0
2372213,LBR,ZAR,1979,1460000000.0,6880000000.0
2372214,LBR,ZAR,1980,1400000000.0,7030000000.0
2372215,LBR,ZAR,1981,1370000000.0,7200000000.0
2372222,LBR,ZAR,1982,1340000000.0,7160000000.0
2372256,LBR,ZAR,1983,1310000000.0,7260000000.0
2372257,LBR,ZMB,1983,1310000000.0,2760000000.0
2372258,LBR,ZMB,1982,1340000000.0,2820000000.0
2372260,LKA,ABW,2003,17700000000.0,
2372261,LKA,ABW,1999,15400000000.0,
2372263,LKA,ABW,2004,18800000000.0,
2372271,LKA,AFG,1991,10300000000.0,
2372272,LKA,AFG,1994,12100000000.0,
2372273,LKA,AFG,1999,15400000000.0,
2372274,LKA,AFG,2003,17700000000.0,
2372275,LKA,AFG,2004,18800000000.0,
2372277,LKA,AFG,1989,9230000000.0,
2372278,LKA,AFG,1990,9820000000.0,
2372280,LKA,AFG,1993,11500000000.0,
2372283,LKA,AFG,2002,16700000000.0,
2372294,LKA,AFG,1992,10700000000.0,
2372297,LKA,AFG,1979,6160000000.0,
2372298,LKA,AFG,1980,6520000000.0,
2372299,LKA,AFG,1981,6890000000.0,
2372300,LKA,AFG,1982,7170000000.0,
2372305,LKA,AFG,1988,9020000000.0,
2372310,LKA,AFG,1985,8300000000.0,
2372315,LKA,AFG,2001,16100000000.0,
2372320,LKA,AFG,1983,7520000000.0,
2372322,LKA,AFG,1987,8810000000.0,
2372336,LKA,AFG,1986,8660000000.0,
2372344,LKA,AGO,1994,12100000000.0,6070000000.0
2372345,LKA,AGO,2004,18800000000.0,12400000000.0
2372348,LKA,AGO,1985,8300000000.0,7220000000.0
2372349,LKA,AGO,1983,7520000000.0,6580000000.0
2372350,LKA,ALB,1985,8300000000.0,3140000000.0
2372351,LKA,ALB,1991,10300000000.0,2340000000.0
2372352,LKA,ALB,1994,12100000000.0,2600000000.0
2372353,LKA,ALB,1980,6520000000.0,2840000000.0
2372354,LKA,ALB,2004,18800000000.0,4690000000.0
2372355,LKA,ALB,2003,17700000000.0,4410000000.0
2372356,LKA,ALB,2002,16700000000.0,4160000000.0
2372358,LKA,ALB,1987,8810000000.0,3290000000.0
2372362,LKA,ALB,1992,10700000000.0,2170000000.0
2372365,LKA,ALB,1983,7520000000.0,3130000000.0
2372366,LKA,ALB,2001,16100000000.0,3980000000.0
2372368,LKA,ARG,1980,6520000000.0,212000000000.0
2372369,LKA,ARG,1984,7900000000.0,202000000000.0
2372370,LKA,ARG,1986,8660000000.0,201000000000.0
2372371,LKA,ARG,1988,9020000000.0,202000000000.0
2372372,LKA,ARG,1989,9230000000.0,187000000000.0
2372373,LKA,ARG,1991,10300000000.0,205000000000.0
2372374,LKA,ARG,1992,10700000000.0,230000000000.0
2372375,LKA,ARG,1993,11500000000.0,243000000000.0
2372376,LKA,ARG,1994,12100000000.0,258000000000.0
2372377,LKA,ARG,1999,15400000000.0,287000000000.0
2372378,LKA,ARG,2001,16100000000.0,272000000000.0
2372379,LKA,ARG,2002,16700000000.0,242000000000.0
2372380,LKA,ARG,2003,17700000000.0,264000000000.0
2372381,LKA,ARG,2004,18800000000.0,287000000000.0
2372383,LKA,ARG,1981,6890000000.0,200000000000.0
2372384,LKA,ARG,1982,7170000000.0,190000000000.0
2372392,LKA,ARG,1987,8810000000.0,207000000000.0
2372427,LKA,ARG,1979,6160000000.0,204000000000.0
2372429,LKA,ARG,1990,9820000000.0,182000000000.0
2372462,LKA,ARG,1983,7520000000.0,198000000000.0
2372464,LKA,ARG,1985,8300000000.0,187000000000.0
2372528,LKA,ARM,2004,18800000000.0,2970000000.0
2372529,LKA,ARM,2001,16100000000.0,2090000000.0
2372530,LKA,ARM,2003,17700000000.0,2700000000.0
2372532,LKA,ARM,2002,16700000000.0,2370000000.0
2372540,LKA,AUS,1979,6160000000.0,198000000000.0
2372541,LKA,AUS,1980,6520000000.0,204000000000.0
2372542,LKA,AUS,1981,6890000000.0,211000000000.0
2372543,LKA,AUS,1982,7170000000.0,205000000000.0
2372544,LKA,AUS,1983,7520000000.0,216000000000.0
2372545,LKA,AUS,1984,7900000000.0,227000000000.0
2372546,LKA,AUS,1985,8300000000.0,236000000000.0
2372547,LKA,AUS,1986,8660000000.0,242000000000.0
2372548,LKA,AUS,1987,8810000000.0,255000000000.0
2372549,LKA,AUS,1988,9020000000.0,265000000000.0
2372550,LKA,AUS,1989,9230000000.0,275000000000.0
2372551,LKA,AUS,1990,9820000000.0,274000000000.0
2372552,LKA,AUS,1991,10300000000.0,275000000000.0
2372553,LKA,AUS,1992,10700000000.0,285000000000.0
2372554,LKA,AUS,1993,11500000000.0,296000000000.0
2372555,LKA,AUS,1994,12100000000.0,309000000000.0
2372556,LKA,AUS,1999,15400000000.0,381000000000.0
2372557,LKA,AUS,2001,16100000000.0,404000000000.0
2372558,LKA,AUS,2002,16700000000.0,415000000000.0
2372559,LKA,AUS,2003,17700000000.0,431000000000.0
2372560,LKA,AUS,2004,18800000000.0,444000000000.0
2373091,LKA,AUT,1979,6160000000.0,116000000000.0
2373092,LKA,AUT,1981,6890000000.0,119000000000.0
2373093,LKA,AUT,1982,7170000000.0,121000000000.0
2373094,LKA,AUT,1983,7520000000.0,125000000000.0
2373095,LKA,AUT,1984,7900000000.0,125000000000.0
2373096,LKA,AUT,1985,8300000000.0,128000000000.0
2373097,LKA,AUT,1986,8660000000.0,131000000000.0
2373098,LKA,AUT,1987,8810000000.0,133000000000.0
2373099,LKA,AUT,1988,9020000000.0,138000000000.0
2373100,LKA,AUT,1989,9230000000.0,144000000000.0
2373101,LKA,AUT,1990,9820000000.0,151000000000.0
2373102,LKA,AUT,1991,10300000000.0,156000000000.0
2373103,LKA,AUT,1992,10700000000.0,159000000000.0
2373104,LKA,AUT,1993,11500000000.0,160000000000.0
2373105,LKA,AUT,1994,12100000000.0,164000000000.0
2373106,LKA,AUT,1999,15400000000.0,184000000000.0
2373107,LKA,AUT,2001,16100000000.0,192000000000.0
2373108,LKA,AUT,2002,16700000000.0,195000000000.0
2373109,LKA,AUT,2003,17700000000.0,196000000000.0
2373110,LKA,AUT,2004,18800000000.0,200000000000.0
2373111,LKA,AUT,1980,6520000000.0,119000000000.0
2373553,LKA,AZE,2003,17700000000.0,7120000000.0
2373554,LKA,AZE,2004,18800000000.0,7920000000.0
2373555,LKA,AZE,1999,15400000000.0,4750000000.0
2373556,LKA,AZE,1993,11500000000.0,5290000000.0
2373557,LKA,AZE,1994,12100000000.0,4250000000.0
2373558,LKA,AZE,2001,16100000000.0,5800000000.0
2373562,LKA,AZE,2002,16700000000.0,6410000000.0
2373584,LKA,BDI,1999,15400000000.0,685000000.0
2373585,LKA,BDI,2003,17700000000.0,723000000.0
2373586,LKA,BEN,1991,10300000000.0,1480000000.0
2373587,LKA,BEN,2003,17700000000.0,2610000000.0
2373590,LKA,BEN,1994,12100000000.0,1660000000.0
2373591,LKA,BEN,1999,15400000000.0,2130000000.0
2373593,LKA,BEN,1990,9820000000.0,1410000000.0
2373596,LKA,BEN,2004,18800000000.0,2680000000.0
2373604,LKA,BEN,1984,7900000000.0,1260000000.0
2373605,LKA,BEN,1985,8300000000.0,1350000000.0
2373622,LKA,BFA,1983,7520000000.0,1450000000.0
2373623,LKA,BFA,1984,7900000000.0,1420000000.0
2373624,LKA,BFA,1981,6890000000.0,1320000000.0
2373625,LKA,BFA,1982,7170000000.0,1440000000.0
2373628,LKA,BGD,1979,6160000000.0,19600000000.0
2373629,LKA,BGD,1980,6520000000.0,19800000000.0
2373630,LKA,BGD,1981,6890000000.0,20500000000.0
2373631,LKA,BGD,1982,7170000000.0,21000000000.0
2373632,LKA,BGD,1983,7520000000.0,21900000000.0
2373633,LKA,BGD,1984,7900000000.0,23000000000.0
2373634,LKA,BGD,1985,8300000000.0,23700000000.0
2373635,LKA,BGD,1986,8660000000.0,24700000000.0
2373636,LKA,BGD,1987,8810000000.0,25700000000.0
2373637,LKA,BGD,1988,9020000000.0,26200000000.0
2373638,LKA,BGD,1989,9230000000.0,26900000000.0
2373639,LKA,BGD,1990,9820000000.0,28500000000.0
2373640,LKA,BGD,1991,10300000000.0,29400000000.0
2373641,LKA,BGD,1992,10700000000.0,30900000000.0
2373642,LKA,BGD,1993,11500000000.0,32300000000.0
2373643,LKA,BGD,1994,12100000000.0,33700000000.0
2373644,LKA,BGD,1999,15400000000.0,43000000000.0
2373645,LKA,BGD,2001,16100000000.0,47900000000.0
2373646,LKA,BGD,2002,16700000000.0,50000000000.0
2373647,LKA,BGD,2003,17700000000.0,52700000000.0
2373648,LKA,BGD,2004,18800000000.0,55600000000.0
2373964,LKA,BGR,1979,6160000000.0,
2373965,LKA,BGR,1985,8300000000.0,13900000000.0
2373966,LKA,BGR,1986,8660000000.0,14500000000.0
2373967,LKA,BGR,1988,9020000000.0,17100000000.0
2373968,LKA,BGR,1989,9230000000.0,16500000000.0
2373969,LKA,BGR,1993,11500000000.0,12600000000.0
2373970,LKA,BGR,1994,12100000000.0,12800000000.0
2373971,LKA,BGR,1999,15400000000.0,12000000000.0
2373972,LKA,BGR,2002,16700000000.0,13800000000.0
2373973,LKA,BGR,2003,17700000000.0,14400000000.0
2373974,LKA,BGR,2004,18800000000.0,15200000000.0
2373975,LKA,BGR,1987,8810000000.0,15400000000.0
2373977,LKA,BGR,1980,6520000000.0,11800000000.0
2373978,LKA,BGR,1981,6890000000.0,12400000000.0
2373979,LKA,BGR,1982,7170000000.0,12700000000.0
2373982,LKA,BGR,2001,16100000000.0,13100000000.0
2373986,LKA,BGR,1992,10700000000.0,12800000000.0
2374016,LKA,BGR,1983,7520000000.0,13100000000.0
2374021,LKA,BGR,1990,9820000000.0,15000000000.0
2374022,LKA,BGR,1991,10300000000.0,13800000000.0
2374065,LKA,BGR,1984,7900000000.0,13600000000.0
2374097,LKA,BHR,1981,6890000000.0,3770000000.0
2374098,LKA,BHR,1982,7170000000.0,3490000000.0
2374099,LKA,BHR,1983,7520000000.0,3710000000.0
2374100,LKA,BHR,1984,7900000000.0,3890000000.0
2374101,LKA,BHR,1985,8300000000.0,3710000000.0
2374102,LKA,BHR,1986,8660000000.0,3750000000.0
2374103,LKA,BHR,1987,8810000000.0,4140000000.0
2374104,LKA,BHR,1988,9020000000.0,4430000000.0
2374105,LKA,BHR,1989,9230000000.0,4450000000.0
2374106,LKA,BHR,1990,9820000000.0,4650000000.0
2374107,LKA,BHR,1991,10300000000.0,5170000000.0
2374108,LKA,BHR,1992,10700000000.0,5520000000.0
2374109,LKA,BHR,1993,11500000000.0,6220000000.0
2374110,LKA,BHR,1994,12100000000.0,6210000000.0
2374111,LKA,BHR,1999,15400000000.0,7570000000.0
2374112,LKA,BHR,2001,16100000000.0,8340000000.0
2374113,LKA,BHR,2002,16700000000.0,8780000000.0
2374114,LKA,BHR,2003,17700000000.0,9370000000.0
2374115,LKA,BHR,2004,18800000000.0,
2374119,LKA,BHR,1980,6520000000.0,3980000000.0
2374158,LKA,BHR,1979,6160000000.0,
2374474,LKA,BHS,2003,17700000000.0,
2374475,LKA,BHS,2004,18800000000.0,
2374476,LKA,BHS,1983,7520000000.0,3050000000.0
2374477,LKA,BHS,1991,10300000000.0,3940000000.0
2374478,LKA,BHS,1994,12100000000.0,3950000000.0
2374479,LKA,BHS,2002,16700000000.0,4820000000.0
2374480,LKA,BHS,1985,8300000000.0,3650000000.0
2374482,LKA,BHS,2001,16100000000.0,4780000000.0
2374486,LKA,BHS,1993,11500000000.0,3940000000.0
2374490,LKA,BHS,1986,8660000000.0,3720000000.0
2374491,LKA,BHS,1980,6520000000.0,3040000000.0
2374495,LKA,BHS,1981,6890000000.0,2760000000.0
2374507,LKA,BHS,1987,8810000000.0,3830000000.0
2374508,LKA,BHS,1989,9230000000.0,4010000000.0
2374509,LKA,BHS,1990,9820000000.0,4050000000.0
2374511,LKA,BHS,1999,15400000000.0,4650000000.0
2374520,LKA,BHS,1982,7170000000.0,2940000000.0
2374523,LKA,BIH,1993,11500000000.0,
2374524,LKA,BIH,1999,15400000000.0,4310000000.0
2374525,LKA,BIH,2004,18800000000.0,5310000000.0
2374527,LKA,BIH,2003,17700000000.0,5070000000.0
2374530,LKA,BIH,2002,16700000000.0,4940000000.0
2374531,LKA,BLR,2003,17700000000.0,13400000000.0
2374532,LKA,BLR,2004,18800000000.0,14900000000.0
2374533,LKA,BLR,2001,16100000000.0,12000000000.0
2374540,LKA,BLR,2002,16700000000.0,12600000000.0
2374543,LKA,BLR,1994,12100000000.0,9380000000.0
2374545,LKA,BLR,1999,15400000000.0,10800000000.0
2374562,LKA,BLZ,1999,15400000000.0,741000000.0
2374563,LKA,BLZ,2003,17700000000.0,995000000.0
2374564,LKA,BLZ,2004,18800000000.0,1040000000.0
2374575,LKA,BLZ,1983,7520000000.0,286000000.0
2374579,LKA,BMU,1980,6520000000.0,
2374580,LKA,BMU,1982,7170000000.0,
2374581,LKA,BMU,1988,9020000000.0,
2374582,LKA,BMU,1993,11500000000.0,
2374583,LKA,BMU,1994,12100000000.0,
2374584,LKA,BMU,1981,6890000000.0,
2374585,LKA,BMU,1990,9820000000.0,
2374586,LKA,BMU,1991,10300000000.0,
2374587,LKA,BMU,1992,10700000000.0,
2374590,LKA,BMU,1999,15400000000.0,
2374591,LKA,BMU,2001,16100000000.0,
2374592,LKA,BMU,2002,16700000000.0,
2374593,LKA,BMU,2003,17700000000.0,
2374594,LKA,BMU,2004,18800000000.0,
2374595,LKA,BMU,1986,8660000000.0,
2374596,LKA,BMU,1984,7900000000.0,
2374609,LKA,BMU,1985,8300000000.0,
2374612,LKA,BMU,1987,8810000000.0,
2374615,LKA,BOL,1981,6890000000.0,5750000000.0
2374616,LKA,BOL,2004,18800000000.0,9310000000.0
2374617,LKA,BOL,2001,16100000000.0,8540000000.0
2374618,LKA,BOL,1982,7170000000.0,5520000000.0
2374621,LKA,BOL,1999,15400000000.0,8190000000.0
2374622,LKA,BOL,1990,9820000000.0,5800000000.0
2374624,LKA,BOL,1987,8810000000.0,5190000000.0
2374625,LKA,BOL,1994,12100000000.0,6770000000.0
2374628,LKA,BOL,2002,16700000000.0,8750000000.0
2374629,LKA,BRA,1979,6160000000.0,363000000000.0
2374630,LKA,BRA,1980,6520000000.0,396000000000.0
2374631,LKA,BRA,1981,6890000000.0,378000000000.0
2374632,LKA,BRA,1982,7170000000.0,381000000000.0
2374633,LKA,BRA,1983,7520000000.0,368000000000.0
2374634,LKA,BRA,1984,7900000000.0,387000000000.0
2374635,LKA,BRA,1985,8300000000.0,418000000000.0
2374636,LKA,BRA,1986,8660000000.0,451000000000.0
2374637,LKA,BRA,1987,8810000000.0,467000000000.0
2374638,LKA,BRA,1988,9020000000.0,467000000000.0
2374639,LKA,BRA,1989,9230000000.0,482000000000.0
2374640,LKA,BRA,1990,9820000000.0,462000000000.0
2374641,LKA,BRA,1991,10300000000.0,468000000000.0
2374642,LKA,BRA,1992,10700000000.0,465000000000.0
2374643,LKA,BRA,1993,11500000000.0,488000000000.0
2374644,LKA,BRA,1994,12100000000.0,517000000000.0
2374645,LKA,BRA,1999,15400000000.0,576000000000.0
2374646,LKA,BRA,2001,16100000000.0,610000000000.0
2374647,LKA,BRA,2002,16700000000.0,621000000000.0
2374648,LKA,BRA,2003,17700000000.0,625000000000.0
2374649,LKA,BRA,2004,18800000000.0,657000000000.0
2374978,LKA,BRN,1988,9020000000.0,
2374979,LKA,BRN,1989,9230000000.0,
2374981,LKA,BRN,1992,10700000000.0,
2374982,LKA,BRN,1994,12100000000.0,
2374983,LKA,BRN,2002,16700000000.0,
2374984,LKA,BRN,2003,17700000000.0,
2374985,LKA,BRN,2004,18800000000.0,
2374986,LKA,BRN,1993,11500000000.0,
2374987,LKA,BRN,1999,15400000000.0,
2374989,LKA,BRN,1983,7520000000.0,
2374990,LKA,BRN,1985,8300000000.0,
2374995,LKA,BRN,1991,10300000000.0,
2374999,LKA,BRN,1981,6890000000.0,
2375000,LKA,BRN,1984,7900000000.0,
2375001,LKA,BRN,1990,9820000000.0,
2375003,LKA,BRN,2001,16100000000.0,
2375011,LKA,BRN,1986,8660000000.0,
2375012,LKA,BRN,1987,8810000000.0,
2375021,LKA,BRN,1982,7170000000.0,
2375046,LKA,BTN,1999,15400000000.0,456000000.0
2375047,LKA,BWA,2002,16700000000.0,5770000000.0
2375048,LKA,BWA,2003,17700000000.0,6080000000.0
2375049,LKA,BWA,2004,18800000000.0,6360000000.0
2375050,LKA,BWA,2001,16100000000.0,5530000000.0
2375057,LKA,CAF,1993,11500000000.0,755000000.0
2375058,LKA,CAF,1980,6520000000.0,730000000.0
2375060,LKA,CAN,1979,6160000000.0,399000000000.0
2375061,LKA,CAN,1980,6520000000.0,408000000000.0
2375062,LKA,CAN,1981,6890000000.0,420000000000.0
2375063,LKA,CAN,1982,7170000000.0,408000000000.0
2375064,LKA,CAN,1983,7520000000.0,419000000000.0
2375065,LKA,CAN,1984,7900000000.0,444000000000.0
2375066,LKA,CAN,1985,8300000000.0,465000000000.0
2375067,LKA,CAN,1986,8660000000.0,476000000000.0
2375068,LKA,CAN,1987,8810000000.0,496000000000.0
2375069,LKA,CAN,1988,9020000000.0,521000000000.0
2375070,LKA,CAN,1989,9230000000.0,534000000000.0
2375071,LKA,CAN,1990,9820000000.0,535000000000.0
2375072,LKA,CAN,1991,10300000000.0,524000000000.0
2375073,LKA,CAN,1992,10700000000.0,528000000000.0
2375074,LKA,CAN,1993,11500000000.0,541000000000.0
2375075,LKA,CAN,1994,12100000000.0,567000000000.0
2375076,LKA,CAN,1999,15400000000.0,678000000000.0
2375077,LKA,CAN,2001,16100000000.0,727000000000.0
2375078,LKA,CAN,2002,16700000000.0,751000000000.0
2375079,LKA,CAN,2003,17700000000.0,766000000000.0
2375080,LKA,CAN,2004,18800000000.0,788000000000.0
2375594,LKA,CHE,1979,6160000000.0,173000000000.0
2375595,LKA,CHE,1980,6520000000.0,181000000000.0
2375596,LKA,CHE,1981,6890000000.0,184000000000.0
2375597,LKA,CHE,1982,7170000000.0,181000000000.0
2375598,LKA,CHE,1983,7520000000.0,182000000000.0
2375599,LKA,CHE,1984,7900000000.0,188000000000.0
2375600,LKA,CHE,1985,8300000000.0,194000000000.0
2375601,LKA,CHE,1986,8660000000.0,197000000000.0
2375602,LKA,CHE,1987,8810000000.0,199000000000.0
2375603,LKA,CHE,1988,9020000000.0,205000000000.0
2375604,LKA,CHE,1989,9230000000.0,214000000000.0
2375605,LKA,CHE,1990,9820000000.0,222000000000.0
2375606,LKA,CHE,1991,10300000000.0,220000000000.0
2375607,LKA,CHE,1992,10700000000.0,220000000000.0
2375608,LKA,CHE,1993,11500000000.0,220000000000.0
2375609,LKA,CHE,1994,12100000000.0,222000000000.0
2375610,LKA,CHE,1999,15400000000.0,238000000000.0
2375611,LKA,CHE,2001,16100000000.0,249000000000.0
2375612,LKA,CHE,2002,16700000000.0,249000000000.0
2375613,LKA,CHE,2003,17700000000.0,248000000000.0
2375614,LKA,CHE,2004,18800000000.0,252000000000.0
2376153,LKA,CHL,1979,6160000000.0,25700000000.0
2376154,LKA,CHL,1980,6520000000.0,27800000000.0
2376155,LKA,CHL,1981,6890000000.0,29100000000.0
2376156,LKA,CHL,1982,7170000000.0,26100000000.0
2376157,LKA,CHL,1983,7520000000.0,25100000000.0
2376158,LKA,CHL,1984,7900000000.0,27100000000.0
2376159,LKA,CHL,1986,8660000000.0,30700000000.0
2376160,LKA,CHL,1987,8810000000.0,32700000000.0
2376161,LKA,CHL,1988,9020000000.0,35100000000.0
2376162,LKA,CHL,1989,9230000000.0,38800000000.0
2376163,LKA,CHL,1990,9820000000.0,40200000000.0
2376164,LKA,CHL,1991,10300000000.0,43500000000.0
2376165,LKA,CHL,1992,10700000000.0,48800000000.0
2376166,LKA,CHL,1993,11500000000.0,52200000000.0
2376167,LKA,CHL,1994,12100000000.0,55200000000.0
2376168,LKA,CHL,1999,15400000000.0,72300000000.0
2376169,LKA,CHL,2001,16100000000.0,77600000000.0
2376170,LKA,CHL,2002,16700000000.0,79300000000.0
2376171,LKA,CHL,2003,17700000000.0,82000000000.0
2376172,LKA,CHL,2004,18800000000.0,86900000000.0
2376216,LKA,CHL,1985,8300000000.0,29100000000.0
2376300,LKA,CHN,1979,6160000000.0,158000000000.0
2376301,LKA,CHN,1980,6520000000.0,170000000000.0
2376302,LKA,CHN,1981,6890000000.0,179000000000.0
2376303,LKA,CHN,1982,7170000000.0,195000000000.0
2376304,LKA,CHN,1983,7520000000.0,216000000000.0
2376305,LKA,CHN,1984,7900000000.0,249000000000.0
2376306,LKA,CHN,1985,8300000000.0,283000000000.0
2376307,LKA,CHN,1986,8660000000.0,308000000000.0
2376308,LKA,CHN,1987,8810000000.0,343000000000.0
2376309,LKA,CHN,1988,9020000000.0,382000000000.0
2376310,LKA,CHN,1989,9230000000.0,398000000000.0
2376311,LKA,CHN,1990,9820000000.0,413000000000.0
2376312,LKA,CHN,1991,10300000000.0,451000000000.0
